first_name,last_name,score,style,YOE,IDE,Programming language,location,Number of github repos contributed to,Employer,OS,job title,age
Angelina,Frederick ,0,tabs,6,Eclipse,Python,Africa,0,Netflix,MacOS,Senior Engineer,33.5
Brielle,Ball ,2,tabs,5,Visual Studio,Swift,Asia,0,Netflix,Windows,SWE 2,33.3
Finley,Brennan ,1,spaces,13,Visual Studio,C#,Asia,0,Snapchat,MacOS,Principal Engineer,31.8
Jack,Buck ,2,tabs,7,Intellij,R,North America,0,Microsoft,MacOS,Principal Engineer,35.3
Nadia,Watson ,7,tabs,7,Visual Studio,Python,Africa,0,Apple,Windows,SWE 1,33.6
Eden,Blake ,5,spaces,15,VSCode,Python,Africa,0,Instagram,Windows,SWE 2,32.9
Elian,Trejo ,1,tabs,6,XCode,C,Africa,3,Spotify,Linux,Distinguished Engineer,39
Gabriela,Waller ,4,spaces,15,Visual Studio,PHP,Antarctica,0,Uber,Linux,Principal Engineer,46.8
Mckenzie,Hall ,4,spaces,16,VSCode,R,Asia,0,Microsoft,MacOS,Principal Engineer,32.4
Peyton,Holt ,9,tabs,5,VSCode,Python,Europe,5,Apple,Windows,Senior Engineer,34
Amari,Howard ,10,spaces,14,VSCode,Java,Antarctica,0,Microsoft,Windows,Senior Engineer,31
Nicholas,Pittman ,6,tabs,9,XCode,Python,Antarctica,0,Spotify,Windows,SWE 1,34.6
Angel,Giles ,2,tabs,7,VSCode,C,Europe,0,Snapchat,Windows,Senior Engineer,26.7
Jaxon,Cobb ,2,tabs,7,VSCode,PHP,Asia,0,Snapchat,MacOS,Principal Engineer,33.1
Mila,Davidson ,3,spaces,13,Visual Studio,PHP,Africa,0,Twitter,Linux,Principal Engineer,28.8
Aaron,Serrano ,7,spaces,11,Visual Studio,Python,Africa,0,Microsoft,Linux,Principal Engineer,31.7
Wilder,Gibson ,2,tabs,5,XCode,PHP,Europe,0,Spotify,Windows,SWE 2,31.2
Jason,Gutierrez ,7,spaces,19,Visual Studio,C,Asia,0,Instagram,MacOS,Senior Engineer,32.3
Jolene,Cooper ,6,tabs,6,Visual Studio,Python,Asia,0,Netflix,Linux,Distinguished Engineer,31.8
Zayne,Huffman ,2,spaces,18,Visual Studio,C,Asia,1,Netflix,Windows,SWE 1,29.6
Waylon,Cohen ,7,spaces,16,Intellij,PHP,Antarctica,0,Amazon,MacOS,Senior Engineer,32.9
Beckham,Mckay ,8,spaces,16,Intellij,Python,Africa,0,Snapchat,Windows,Senior Engineer,32.4
Aubrey,Pace ,8,spaces,16,XCode,Javascript,Europe,0,Twitter,Windows,SWE 1,34.3
Leilani,Goodwin ,6,tabs,6,VSCode,GO,Africa,0,Spotify,Windows,SWE 2,37
Hayes,Mckinney ,6,tabs,7,VSCode,Swift,Asia,0,Spotify,MacOS,Senior Engineer,29.2
Luke,Wiley ,9,spaces,17,VSCode,Python,Antarctica,0,Instagram,Windows,SWE 2,35.8
Kenzie,Sweeney ,5,tabs,5,Visual Studio,PHP,Africa,0,Uber,Windows,SWE 2,37.5
Melanie,Gaines ,3,tabs,7,Intellij,C#,Asia,0,Facebook,MacOS,Principal Engineer,30.7
Kalani,Trejo ,2,spaces,15,Visual Studio,PHP,Europe,0,Microsoft,Linux,Principal Engineer,30.1
Bowen,Benson ,4,tabs,5,Vim,R,Europe,0,Spotify,Windows,SWE 2,33.9
Annabelle,Bowen ,2,tabs,5,Emacs,PHP,Antarctica,0,Netflix,Windows,SWE 2,31.5
Marlee,Stein ,8,spaces,17,Visual Studio,Javascript,North America,0,Amazon,Windows,SWE 2,36.3
Beckett,Barber ,6,tabs,8,Intellij,Python,Antarctica,3,Spotify,MacOS,Senior Engineer,27.5
Memphis,Sanford ,10,spaces,18,Visual Studio,Javascript,Europe,0,Uber,Windows,SWE 2,31.7
Lillian,Moran ,2,tabs,9,Visual Studio,Swift,Europe,0,Instagram,Linux,Distinguished Engineer,30.5
Remy,Waters ,3,tabs,9,Emacs,PHP,Africa,0,Snapchat,MacOS,Principal Engineer,34.5
Scarlett,Moreno ,0,tabs,9,XCode,Swift,Africa,0,Amazon,Windows,SWE 2,24.6
Colt,Ali ,1,tabs,7,Vim,C,Asia,0,Twitter,Linux,Distinguished Engineer,34.8
Emerson,Reyes ,2,tabs,8,Visual Studio,Javascript,Asia,0,Netflix,Windows,SWE 2,30.9
Mary,Neal ,2,spaces,15,Visual Studio,GO,Asia,0,Snapchat,Windows,SWE 2,30.7
Alonzo,Carey ,9,spaces,18,Eclipse,GO,Europe,0,Apple,Linux,Principal Engineer,35.5
Lewis,Ahmed ,4,tabs,7,VSCode,C#,Europe,0,Amazon,Windows,SWE 1,39.6
Lola,Hughes ,3,spaces,12,Visual Studio,C#,Asia,0,Twitter,MacOS,Senior Engineer,31.7
Izaiah,Houston ,4,tabs,6,Vim,PHP,Asia,0,Uber,Windows,SWE 1,34.4
Tristan,Randall ,5,tabs,5,Visual Studio,C#,Europe,0,Facebook,Windows,SWE 2,40
Thiago,Graves ,8,spaces,19,Visual Studio,Python,Africa,0,Amazon,Windows,SWE 1,27.7
Axel,Lambert ,6,spaces,15,Visual Studio,Swift,Antarctica,0,Facebook,Windows,SWE 1,35.9
Ronin,Dixon ,2,tabs,9,Eclipse,C#,Asia,1,Amazon,Linux,Distinguished Engineer,32.7
Anna,Barnett ,7,tabs,6,Emacs,Python,Antarctica,5,Twitter,MacOS,Senior Engineer,34.4
Ophelia,Barnett ,5,tabs,8,Vim,C++,Europe,0,Facebook,Linux,Principal Engineer,36.5
Melissa,Powers ,2,tabs,5,VSCode,Java,Antarctica,0,Snapchat,Windows,SWE 1,30.8
Sara,Benton ,8,spaces,19,Emacs,C#,Antarctica,4,Twitter,Windows,SWE 2,34.1
London,Salas ,9,tabs,7,VSCode,Swift,North America,3,Microsoft,Windows,SWE 1,31.6
Milan,Vu ,5,spaces,16,Visual Studio,C#,Asia,0,Uber,Windows,SWE 2,35.4
Leilani,Poole ,0,tabs,6,VSCode,C,Antarctica,0,Instagram,Linux,Principal Engineer,26.8
Kylo,Owens ,6,tabs,7,VSCode,R,Europe,0,Apple,Windows,SWE 2,35.7
Abigail,Wu ,4,tabs,7,Eclipse,PHP,Antarctica,1,Spotify,Linux,Principal Engineer,36.9
Vera,Pope ,7,tabs,6,Emacs,Python,North America,0,Snapchat,Windows,SWE 1,33.7
Genevieve,Hill ,2,tabs,7,pyCharm,C#,Africa,2,Instagram,Windows,SWE 2,33.8
Harvey,David ,5,tabs,8,XCode,Python,Asia,0,Facebook,Windows,SWE 1,40.1
Niko,Crawford ,3,spaces,14,Visual Studio,Python,Antarctica,0,Spotify,Windows,SWE 2,36.2
Kendall,Huang ,6,spaces,21,Visual Studio,PHP,North America,0,Amazon,Windows,SWE 1,28.2
Samuel,Montes ,5,tabs,6,Visual Studio,Swift,Europe,4,Instagram,MacOS,Principal Engineer,42.2
Leona,Lowe ,6,spaces,15,Visual Studio,C#,Antarctica,0,Microsoft,MacOS,Senior Engineer,27.8
Haven,Mcgee ,10,spaces,17,VSCode,C#,Africa,1,Apple,Linux,Principal Engineer,34.8
Aaron,Morrow ,3,spaces,18,VSCode,Python,Antarctica,0,Uber,Windows,SWE 1,34.2
Lyric,Suarez ,2,spaces,17,Vim,C#,Antarctica,0,Microsoft,Windows,SWE 2,30.7
Adriana,Montgomery ,3,tabs,8,Eclipse,Python,Antarctica,3,Uber,MacOS,Senior Engineer,43.4
David,Cruz ,9,spaces,15,Visual Studio,C#,Africa,0,Amazon,Windows,SWE 2,27.4
Brody,Washington ,9,spaces,15,Vim,C,North America,0,Apple,MacOS,Senior Engineer,29.8
Malia,Mitchell ,3,tabs,7,VSCode,C#,Asia,0,Microsoft,Windows,SWE 2,33.4
Valentina,Cardenas ,6,spaces,15,XCode,Python,Africa,0,Instagram,MacOS,Senior Engineer,36.6
Stetson,Pace ,8,tabs,5,Visual Studio,R,Europe,0,Netflix,MacOS,Principal Engineer,32.2
Amara,Vang ,6,spaces,17,XCode,R,Africa,3,Twitter,Linux,Principal Engineer,28.8
Johnathan,Vasquez ,4,spaces,15,Visual Studio,R,Antarctica,1,Microsoft,Windows,SWE 2,33
Zyaire,Macias ,9,spaces,17,Visual Studio,Javascript,Asia,0,Microsoft,Windows,SWE 2,34.4
Joshua,Banks ,1,tabs,5,Eclipse,Javascript,Europe,0,Spotify,Windows,SWE 2,33.8
Jayceon,Summers ,4,spaces,15,VSCode,Python,Antarctica,1,Uber,Windows,SWE 2,39.2
Sarai,Fletcher ,5,tabs,6,Eclipse,Javascript,Antarctica,0,Uber,Windows,SWE 2,34.9
Frank,Hester ,6,spaces,13,XCode,Javascript,Africa,0,Microsoft,MacOS,Senior Engineer,35.5
Shiloh,Cook ,2,tabs,6,Intellij,R,Europe,3,Apple,Windows,Senior Engineer,31
Nicole,Gallegos ,10,spaces,16,Intellij,C++,Asia,0,Google,Windows,Senior Engineer,29.4
Holly,Sawyer ,3,tabs,5,pyCharm,GO,Africa,0,Netflix,Windows,SWE 1,36.9
Colin,Mcbride ,10,spaces,19,Visual Studio,C#,North America,0,Facebook,Windows,SWE 1,31.5
Andres,Pennington ,2,tabs,9,Eclipse,Java,Antarctica,0,Snapchat,MacOS,Senior Engineer,29.5
Holden,Pollard ,1,tabs,9,pyCharm,C#,Europe,2,Microsoft,Linux,Distinguished Engineer,34.6
Elliott,Graves ,5,tabs,5,XCode,GO,Europe,0,Instagram,Windows,SWE 1,34
Daleyza,Valdez ,4,spaces,19,Visual Studio,Java,Africa,2,Netflix,Windows,SWE 2,37.7
Averie,Proctor ,6,tabs,8,Emacs,GO,Europe,0,Apple,MacOS,Senior Engineer,29.9
Everleigh,Kelley ,4,spaces,19,VSCode,Javascript,Asia,0,Microsoft,Windows,SWE 2,36
Angel,Mcintyre ,10,spaces,14,Visual Studio,C,Africa,0,Amazon,Windows,SWE 2,32.2
River,Zimmerman ,4,tabs,8,Visual Studio,R,Africa,2,Uber,MacOS,Senior Engineer,28.6
Briggs,Bryan ,2,tabs,6,VSCode,Java,Asia,0,Netflix,MacOS,Senior Engineer,32.3
Dahlia,Alvarez ,9,spaces,14,pyCharm,C#,Antarctica,0,Facebook,Windows,Senior Engineer,34.5
Kimberly,Romero ,2,tabs,7,XCode,C#,Africa,1,Uber,Windows,SWE 2,29.5
Riley,Mayer ,3,tabs,6,XCode,C#,Europe,0,Uber,Windows,SWE 2,35.8
Sienna,Mcdaniel ,9,spaces,13,pyCharm,C#,Antarctica,0,Netflix,Windows,SWE 1,32
Christian,Esparza ,4,spaces,16,Visual Studio,C,North America,1,Spotify,Windows,SWE 2,35.2
Tucker,Sosa ,8,spaces,11,Eclipse,C,North America,3,Amazon,Windows,SWE 1,30.6
Arya,Johnston ,3,spaces,14,Visual Studio,Python,Asia,0,Netflix,MacOS,Senior Engineer,36.4
Holly,Hobbs ,9,spaces,15,Visual Studio,Java,Antarctica,6,Apple,Linux,Principal Engineer,36.1
Kiara,Barnes ,6,tabs,6,XCode,Python,North America,0,Spotify,Windows,SWE 1,40.4
Steven,Mullins ,7,tabs,6,Eclipse,R,North America,0,Facebook,Windows,SWE 2,36.9
Michael,Hawkins ,2,tabs,8,Eclipse,Swift,Asia,0,Snapchat,Windows,SWE 2,32.2
Nayeli,Cortes ,7,tabs,8,Eclipse,Java,Antarctica,0,Instagram,Windows,SWE 2,28.2
Phoenix,Wiley ,9,spaces,15,Visual Studio,C++,North America,0,Spotify,Windows,Senior Engineer,33.7
Shawn,Washington ,3,spaces,14,XCode,C++,Antarctica,0,Uber,Windows,SWE 2,33
Anthony,O?Connell ,8,spaces,10,Visual Studio,Javascript,North America,0,Spotify,Windows,SWE 1,31.1
Braylen,David ,5,spaces,17,VSCode,Javascript,North America,1,Snapchat,Windows,SWE 2,34.8
Gage,Lee ,9,spaces,15,XCode,C,Europe,4,Facebook,Windows,SWE 1,33.8
Aidan,Santana ,0,tabs,6,VSCode,PHP,Antarctica,0,Uber,Windows,SWE 1,35.7
Jett,Higgins ,3,tabs,5,XCode,Python,Antarctica,0,Spotify,MacOS,Principal Engineer,35.6
Pedro,Roberts ,1,tabs,7,Eclipse,C,Asia,0,Netflix,MacOS,Principal Engineer,32.9
Alijah,Friedman ,2,tabs,5,Eclipse,C#,Africa,0,Instagram,MacOS,Principal Engineer,26.8
Troy,Randall ,2,tabs,6,XCode,PHP,Asia,0,Microsoft,Linux,Distinguished Engineer,31.7
Melanie,Wiley ,5,tabs,5,Eclipse,C,Europe,1,Spotify,Linux,Principal Engineer,32.6
Major,Randall ,5,tabs,9,Intellij,C,Antarctica,0,Spotify,Windows,SWE 2,37.4
Isabel,Jennings ,8,spaces,18,Visual Studio,R,Europe,1,Facebook,Windows,SWE 1,32.5
Desmond,Oliver ,5,tabs,8,XCode,Javascript,Asia,0,Facebook,Linux,Principal Engineer,36
Robert,Little ,4,spaces,15,Visual Studio,Python,Asia,2,Microsoft,Windows,SWE 1,27.3
Lia,Bartlett ,4,spaces,14,Eclipse,C++,Africa,0,Netflix,Windows,SWE 1,31.4
Allen,Krueger ,0,spaces,16,Visual Studio,PHP,Europe,0,Uber,Linux,Principal Engineer,29.4
Bodhi,Jarvis ,2,spaces,17,XCode,C#,Antarctica,0,Microsoft,Linux,Distinguished Engineer,28.9
Hayden,Berry ,6,spaces,16,XCode,Java,Africa,0,Microsoft,Windows,SWE 1,30.7
Lorenzo,Richmond ,3,tabs,6,Eclipse,Java,Antarctica,4,Netflix,Linux,Distinguished Engineer,39.7
Lorenzo,Valentine ,2,tabs,7,XCode,Python,Antarctica,0,Apple,Linux,Distinguished Engineer,27.6
Arabella,Phan ,3,spaces,16,Visual Studio,C#,Africa,3,Twitter,Linux,Distinguished Engineer,38
Faith,Mcintyre ,5,tabs,6,Emacs,Python,Asia,0,Netflix,MacOS,Principal Engineer,36.7
Adriel,Mu¤oz ,7,spaces,17,Vim,Python,Africa,0,Snapchat,Windows,SWE 1,36.4
Leighton,Cabrera ,6,tabs,8,Visual Studio,Swift,Antarctica,0,Microsoft,Linux,Principal Engineer,20.8
Riley,Brandt ,0,spaces,16,XCode,Javascript,Africa,0,Netflix,MacOS,Principal Engineer,29.2
Quinn,Olson ,7,tabs,7,Eclipse,C++,Africa,0,Facebook,Linux,Distinguished Engineer,32
Nehemiah,Callahan ,9,spaces,13,Vim,C#,Asia,0,Twitter,Windows,SWE 1,34.5
Theo,Koch ,0,tabs,7,Eclipse,Python,Antarctica,4,Spotify,Linux,Distinguished Engineer,29.5
Nicole,Delarosa ,5,spaces,13,Visual Studio,PHP,Antarctica,0,Apple,Windows,SWE 2,32.1
Valeria,Murillo ,0,tabs,8,Intellij,C++,Asia,0,Twitter,Windows,Senior Engineer,29.1
Fernando,Fuller ,4,spaces,17,Visual Studio,C#,Africa,0,Uber,Linux,Principal Engineer,43.4
Benjamin,Corona ,10,spaces,19,XCode,Javascript,North America,4,Spotify,MacOS,Principal Engineer,27
Gracelyn,Ramirez ,5,spaces,18,Vim,R,Antarctica,0,Netflix,MacOS,Senior Engineer,34.4
Catalina,Luna ,7,tabs,6,VSCode,Python,Africa,0,Apple,MacOS,Principal Engineer,35.6
Desmond,Frost ,5,spaces,19,Visual Studio,C#,Asia,0,Instagram,MacOS,Principal Engineer,34.5
Marco,Jefferson ,1,tabs,7,Visual Studio,Python,Europe,0,Netflix,Windows,SWE 1,40.3
Rowan,Hill ,10,spaces,19,Visual Studio,Java,Asia,0,Microsoft,Windows,SWE 2,34.4
Garrett,Zimmerman ,6,tabs,5,Emacs,Python,Africa,0,Microsoft,Linux,Principal Engineer,29
Sutton,Hartman ,4,spaces,14,Visual Studio,Python,Europe,0,Microsoft,Windows,SWE 2,25.5
Brady,Sandoval ,1,tabs,5,XCode,Python,Antarctica,3,Uber,Linux,Distinguished Engineer,34.8
Addison,Vazquez ,2,spaces,15,Emacs,C,Antarctica,3,Instagram,Windows,SWE 2,30
Mary,Eaton ,7,spaces,16,Visual Studio,C#,Europe,1,Instagram,MacOS,Principal Engineer,30.5
Zoe,Chang ,9,spaces,14,Visual Studio,C#,Antarctica,0,Spotify,Windows,SWE 2,30.1
Kyla,Sandoval ,4,spaces,14,Visual Studio,Python,Asia,0,Instagram,MacOS,Senior Engineer,38.7
Scarlet,Williams ,10,tabs,9,Intellij,C#,Asia,0,Apple,MacOS,Principal Engineer,30.4
Raymond,Acevedo ,2,spaces,16,Visual Studio,Swift,Asia,0,Apple,Windows,SWE 2,31.5
Sophie,Schultz ,2,tabs,6,Eclipse,Python,Africa,0,Facebook,Windows,SWE 1,34.6
Phoenix,Schwartz ,8,spaces,16,XCode,GO,Europe,5,Microsoft,Windows,SWE 1,31.5
Valentina,Patterson ,10,spaces,14,Visual Studio,C#,North America,0,Uber,Windows,SWE 1,30.8
Orion,Wall ,1,spaces,17,Vim,Java,Africa,3,Microsoft,Windows,SWE 2,34.7
Alexandria,Weber ,10,tabs,7,XCode,C#,North America,0,Twitter,Windows,SWE 2,40
Ariana,Blake ,3,spaces,15,Intellij,PHP,Asia,0,Uber,Windows,Senior Engineer,38
Adonis,Burns ,10,spaces,15,Visual Studio,PHP,Antarctica,0,Snapchat,Windows,SWE 2,37.5
Andres,Becker ,1,spaces,19,pyCharm,C,Asia,1,Google,Windows,SWE 2,35.5
Muhammad,Byrd ,1,tabs,6,XCode,PHP,Asia,0,Twitter,MacOS,Principal Engineer,33
Luciano,Bond ,6,tabs,6,Eclipse,C#,North America,4,Amazon,Windows,SWE 1,32.4
Raegan,Andersen ,6,tabs,8,VSCode,R,North America,0,Microsoft,Windows,SWE 2,33.5
Ford,Campbell ,1,spaces,17,Visual Studio,C++,Antarctica,0,Microsoft,Linux,Distinguished Engineer,30
Santino,May ,4,spaces,16,Visual Studio,Python,Asia,0,Instagram,MacOS,Senior Engineer,39
Griffin,Henderson ,9,spaces,18,XCode,C#,Asia,0,Twitter,Windows,SWE 1,31.7
Hendrix,Davenport ,5,tabs,6,VSCode,Javascript,Antarctica,0,Netflix,MacOS,Senior Engineer,39.3
Wade,Ballard ,5,spaces,13,Emacs,C#,Antarctica,0,Apple,MacOS,Senior Engineer,27.9
Adaline,Powell ,4,tabs,6,XCode,C#,Europe,0,Instagram,Windows,SWE 1,29.1
Kobe,Parker ,8,spaces,16,Visual Studio,Python,Europe,0,Snapchat,MacOS,Senior Engineer,31.9
Kai,Yu ,8,spaces,14,VSCode,Javascript,North America,2,Microsoft,MacOS,Principal Engineer,31.7
Esteban,Carrillo ,0,tabs,5,Visual Studio,Python,Africa,0,Spotify,Windows,Senior Engineer,34.8
Angelina,Lynn ,8,spaces,15,Visual Studio,Java,Africa,0,Apple,Windows,SWE 1,33.7
Lewis,Tang ,2,tabs,6,Visual Studio,Python,Europe,4,Twitter,MacOS,Principal Engineer,32.4
Rhett,Mcfarland ,6,spaces,17,VSCode,C#,Europe,0,Uber,Windows,SWE 2,32.4
Lyric,Arias ,7,spaces,15,VSCode,C++,North America,4,Spotify,Linux,Principal Engineer,31.1
Omar,Holt ,9,spaces,12,Emacs,GO,Antarctica,0,Apple,MacOS,Principal Engineer,33.1
Aylin,Brooks ,4,tabs,5,Emacs,GO,Antarctica,0,Facebook,Windows,SWE 2,40.1
Kendrick,Lewis ,7,spaces,17,Visual Studio,C#,Africa,0,Google,Windows,SWE 1,30.3
Blakely,Richardson ,2,tabs,7,VSCode,C#,Asia,0,Facebook,Windows,SWE 2,29.9
Bristol,Adkins ,7,spaces,18,Visual Studio,Python,Antarctica,0,Microsoft,Windows,SWE 1,29.6
Skyler,Mathews ,6,spaces,12,Visual Studio,GO,Africa,0,Apple,Windows,SWE 2,23.7
Alan,Lowery ,5,tabs,7,Visual Studio,C#,North America,0,Spotify,Windows,SWE 1,30.3
Maximiliano,Proctor ,7,spaces,17,Visual Studio,C++,Africa,0,Uber,Linux,Principal Engineer,35.6
Jaden,Campos ,2,tabs,8,XCode,Python,Antarctica,0,Twitter,Windows,Senior Engineer,33
Theodore,Gilbert ,9,spaces,17,VSCode,C,Europe,5,Facebook,Windows,SWE 1,27.8
Joaquin,Stephenson ,5,spaces,20,Visual Studio,C#,Europe,2,Netflix,Linux,Principal Engineer,40
Finley,Whitney ,7,spaces,16,Visual Studio,Javascript,North America,0,Spotify,MacOS,Senior Engineer,35.7
Bruce,Beil ,4,tabs,8,pyCharm,Java,Europe,0,Uber,Windows,SWE 1,38.5
Cody,Baldwin ,2,tabs,8,Visual Studio,Swift,Antarctica,0,Twitter,Windows,SWE 2,34.1
Dakota,Mendez ,0,tabs,5,Intellij,C,Asia,0,Instagram,Windows,SWE 2,30.7
